text,start,destination,start_surface,destination_surface,source_type,context_type,split
동대문역사문화공원 여기 에서 공덕력 까지 막차 끊겼나요,동대문역사문화공원역,공덕역,동대문역사문화공원 여기,공덕력,all_noisy_station_surface,last_train_check,train
잠실새내약 에서 종로3가에 까지 막차 남았어,잠실새내역,종로3가역,잠실새내약,종로3가에,all_noisy_station_surface,last_train_check,train
강남 역 에서 숙대입고 까지 막차 끊겼나요,강남역,숙대입구역,강남 역,숙대입고,all_noisy_station_surface,last_train_check,train
상봉 여기 에서 이태원력 까지 막차 끊겼나요,상봉역,이태원역,상봉 여기,이태원력,all_noisy_station_surface,last_train_check,train
숙대 입고 여기 에서 서월역 까지 다른 방법 알려줘,숙대입구역,서울역,숙대 입고 여기,서월역,all_noisy_station_surface,alternative_route,train
강동약 에서 신촌력 까지 택시 말고 가는 방법 있어,강동역,신촌역,강동약,신촌력,all_noisy_station_surface,alternative_route,train
신촌에 에서 청량리 역 까지 가는 길 알려줘,신촌역,청량리역,신촌에,청량리 역,all_noisy_station_surface,route_search,train
홍대입국역 에서 사울역 까지 환승 적은 경로 알려줘,홍대입구역,서울역,홍대입국역,사울역,all_noisy_station_surface,route_search,train
연신내 출발 학여울약 도착 경로 알려줘,연신내역,학여울역,연신내,학여울약,all_noisy_station_surface,route_search,train
서을역 방향 막차 숙대 입고 에서 탈 수 있나요,숙대입구역,서울역,숙대 입고,서을역,all_noisy_station_surface,last_train_check,train
여의도에 에서 독립문역이 까지 막차 남았어,여의도역,독립문역,여의도에,독립문역이,all_noisy_station_surface,last_train_check,train
홍대입구력 에서 서울 역 까지 가는 길 알려줘,홍대입구역,서울역,홍대입구력,서울 역,all_noisy_station_surface,route_search,train
교대력 부터 약삼 까지 대중교통 알려줘,교대역,역삼역,교대력,약삼,all_noisy_station_surface,route_search,train
시청역이 에서 숙대 입구역 까지 어떻게 가나요,시청역,숙대입구역,시청역이,숙대 입구역,all_noisy_station_surface,route_search,train
천호 역 에서 송파 여기 까지 다른 방법 알려줘,천호역,송파역,천호 역,송파 여기,all_noisy_station_surface,alternative_route,train
미아 사거리역 에서 오금력 까지 지금 지하철 탈 수 있어,미아사거리역,오금역,미아 사거리역,오금력,all_noisy_station_surface,subway_availability_check,train
충무 로 에서 종로3가역이 까지 택시 말고 가는 방법 있어,충무로역,종로3가역,충무 로,종로3가역이,all_noisy_station_surface,alternative_route,train
잠실에 에서 신설동 까지 지금 지하철 탈 수 있어,잠실역,신설동역,잠실에,신설동,all_noisy_station_surface,subway_availability_check,train
지금 노량진 에서 오목교약 까지 막차 탈 수 있어,노량진역,오목교역,노량진,오목교약,all_noisy_station_surface,last_train_check,train
대림 여기 에서 고속터미널역이 까지 어떻게 가나요,대림역,고속터미널역,대림 여기,고속터미널역이,all_noisy_station_surface,route_search,train
데치 에서 월드컵경기장 역 까지 지하철 없으면 버스로 갈 수 있어요,대치역,월드컵경기장역,데치,월드컵경기장 역,all_noisy_station_surface,alternative_route,train
시청력 에서 숙대입구약 까지 지하철 운행 중이야,시청역,숙대입구역,시청력,숙대입구약,all_noisy_station_surface,subway_availability_check,train
잠실새내 에서 문정약 까지 지하철 없으면 버스로 갈 수 있어요,잠실새내역,문정역,잠실새내,문정약,all_noisy_station_surface,alternative_route,train
사울역 부터 신촌 여기 까지 대중교통 알려줘,서울역,신촌역,사울역,신촌 여기,all_noisy_station_surface,route_search,train
서울대입구 역 에서 안국약 까지 다른 방법 알려줘,서울대입구역,안국역,서울대입구 역,안국약,all_noisy_station_surface,alternative_route,train
도곡에 에서 둔촌동력 까지 다른 방법 알려줘,도곡역,둔촌동역,도곡에,둔촌동력,all_noisy_station_surface,alternative_route,train
사당 역 에서 뚝섬 까지 지금 지하철 탈 수 있어,사당역,뚝섬역,사당 역,뚝섬,all_noisy_station_surface,subway_availability_check,train
한성대입구약 에서 을지로 입고 까지 제일 쉬운 길 알려줘,한성대입구역,을지로입구역,한성대입구약,을지로 입고,all_noisy_station_surface,route_search,train
홍제약 에서 영등포약 까지 어떻게 가나요,홍제역,영등포역,홍제약,영등포약,all_noisy_station_surface,route_search,train
아현 여기 에서 잠실 새내 까지 어떻게 가나요,아현역,잠실새내역,아현 여기,잠실 새내,all_noisy_station_surface,route_search,train
사울약 에서 홍대입구약 까지 환승 적은 경로 알려줘,서울역,홍대입구역,사울약,홍대입구약,all_noisy_station_surface,route_search,train
홍대 입구 여기 에서 사울역 까지 환승 적은 경로 알려줘,홍대입구역,서울역,홍대 입구 여기,사울역,all_noisy_station_surface,route_search,train
삼성 역 방향 막차 무악재 역 에서 탈 수 있나요,무악재역,삼성역,무악재 역,삼성 역,all_noisy_station_surface,last_train_check,train
무악재역이 에서 출발해서 선릉 역 까지 가고 싶어요,무악재역,선릉역,무악재역이,선릉 역,all_noisy_station_surface,route_search,train
사당 출발 서을역 도착 경로 알려줘,사당역,서울역,사당,서을역,all_noisy_station_surface,route_search,train
사울약 에서 홍대입국역 까지 마지막 지하철 있어,서울역,홍대입구역,사울약,홍대입국역,all_noisy_station_surface,last_train_check,train
구로 방향 막차 회현약 에서 탈 수 있나요,회현역,구로역,회현약,구로,all_noisy_station_surface,last_train_check,train
선릉 여기 에서 신도림 까지 마지막 지하철 있어,선릉역,신도림역,선릉 여기,신도림,all_noisy_station_surface,last_train_check,train
오목교역이 에서 영등포 역 까지 지금 지하철 탈 수 있어,오목교역,영등포역,오목교역이,영등포 역,all_noisy_station_surface,subway_availability_check,train
고속터미널 에서 마곡에 까지 가고 싶어요,고속터미널역,마곡역,고속터미널,마곡에,all_noisy_station_surface,route_search,train
당산약 에서 서울대입구력 까지 가는 길 알려줘,당산역,서울대입구역,당산약,서울대입구력,all_noisy_station_surface,route_search,train
강변 에서 녹사평에 까지 가는 길 알려줘,강변역,녹사평역,강변,녹사평에,all_noisy_station_surface,route_search,train
노량진 역 에서 목동에 까지 막차 끊겼으면 어떻게 가,노량진역,목동역,노량진 역,목동에,all_noisy_station_surface,alternative_route,train
여의도 여기 에서 미아 사거리 까지 택시 말고 가는 방법 있어,여의도역,미아사거리역,여의도 여기,미아 사거리,all_noisy_station_surface,alternative_route,train
수서 여기 에서 고속터미널약 까지 막차 끊겼으면 어떻게 가,수서역,고속터미널역,수서 여기,고속터미널약,all_noisy_station_surface,alternative_route,train
서울역이 출발 숙대 입국역 도착 경로 알려줘,서울역,숙대입구역,서울역이,숙대 입국역,all_noisy_station_surface,route_search,train
우장산에 방향 막차 무악재 역 에서 탈 수 있나요,무악재역,우장산역,무악재 역,우장산에,all_noisy_station_surface,last_train_check,train
서울력 까지 가야 하는데 을지 로입구 에서 어떻게 가요,을지로입구역,서울역,을지 로입구,서울력,all_noisy_station_surface,route_search,train
압구 정로데오 에서 잠실 역 까지 가고 싶어요,압구정로데오역,잠실역,압구 정로데오,잠실 역,all_noisy_station_surface,route_search,train
봉은사역이 에서 선릉역이 까지 환승 적은 경로 알려줘,봉은사역,선릉역,봉은사역이,선릉역이,all_noisy_station_surface,route_search,train
가락시장약 에서 이대역이 까지 막차 끊겼으면 어떻게 가,가락시장역,이대역,가락시장약,이대역이,all_noisy_station_surface,alternative_route,train
서을역 에서 신설동에 까지 마지막 지하철 있어,서울역,신설동역,서을역,신설동에,all_noisy_station_surface,last_train_check,train
서울 여기 에서 홍대입고역 까지 막차 끊겼으면 어떻게 가,서울역,홍대입구역,서울 여기,홍대입고역,all_noisy_station_surface,alternative_route,train
압구정 여기 에서 출발해서 신림 까지 가고 싶어요,압구정역,신림역,압구정 여기,신림,all_noisy_station_surface,route_search,train
성신여대입고 부터 종합운동장역이 까지 대중교통 알려줘,성신여대입구역,종합운동장역,성신여대입고,종합운동장역이,all_noisy_station_surface,route_search,train
구로 디지털단지역 에서 상봉 까지 지하철 없으면 버스로 갈 수 있어요,구로디지털단지역,상봉역,구로 디지털단지역,상봉,all_noisy_station_surface,alternative_route,train
을지로 이꾸역 에서 서울 역 까지 택시 말고 가는 방법 있어,을지로입구역,서울역,을지로 이꾸역,서울 역,all_noisy_station_surface,alternative_route,train
을지로입구 역 에서 서울 역 까지 막차 남았어,을지로입구역,서울역,을지로입구 역,서울 역,all_noisy_station_surface,last_train_check,train
구로역이 에서 월드컵경기장 까지 가는 길 알려줘,구로역,월드컵경기장역,구로역이,월드컵경기장,all_noisy_station_surface,route_search,train
시청에 에서 출발해서 여의도 까지 가고 싶어요,시청역,여의도역,시청에,여의도,all_noisy_station_surface,route_search,train
미아 사거리 에서 안국력 까지 지하철 운행 중이야,미아사거리역,안국역,미아 사거리,안국력,all_noisy_station_surface,subway_availability_check,train
사당 역 출발 영등포 역 도착 경로 알려줘,사당역,영등포역,사당 역,영등포 역,all_noisy_station_surface,route_search,train
서월역 에서 을지로 입고 까지 환승 적은 경로 알려줘,서울역,을지로입구역,서월역,을지로 입고,all_noisy_station_surface,route_search,train
안국력 에서 장지력 까지 지하철 운행 중이야,안국역,장지역,안국력,장지력,all_noisy_station_surface,subway_availability_check,train
잠실새내 에서 석촌 역 까지 가고 싶어요,잠실새내역,석촌역,잠실새내,석촌 역,all_noisy_station_surface,route_search,train
서월역 출발 홍대입국역 도착 경로 알려줘,서울역,홍대입구역,서월역,홍대입국역,all_noisy_station_surface,route_search,train
마포구청약 에서 석촌약 까지 마지막 지하철 있어,마포구청역,석촌역,마포구청약,석촌약,all_noisy_station_surface,last_train_check,train
잠실 여기 에서 고속터미널 역 까지 가고 싶어요,잠실역,고속터미널역,잠실 여기,고속터미널 역,all_noisy_station_surface,route_search,train
망원역이 에서 애오개약 까지 막차 남았어,망원역,애오개역,망원역이,애오개약,all_noisy_station_surface,last_train_check,train
을지로입구 역 에서 서월역 까지 택시 말고 가는 방법 있어,을지로입구역,서울역,을지로입구 역,서월역,all_noisy_station_surface,alternative_route,train
홍대 입구 여기 에서 서을역 까지 막차 남았어,홍대입구역,서울역,홍대 입구 여기,서을역,all_noisy_station_surface,last_train_check,train
명동 에서 건대입고역 까지 다른 방법 알려줘,명동역,건대입구역,명동,건대입고역,all_noisy_station_surface,alternative_route,train
잠실약 에서 영등포역이 까지 다른 방법 알려줘,잠실역,영등포역,잠실약,영등포역이,all_noisy_station_surface,alternative_route,train
이태원 여기 에서 연신내 역 까지 가고 싶어요,이태원역,연신내역,이태원 여기,연신내 역,all_noisy_station_surface,route_search,train
숙대 입고 여기 에서 서을역 까지 택시 말고 가는 방법 있어,숙대입구역,서울역,숙대 입고 여기,서을역,all_noisy_station_surface,alternative_route,train
양재 역 에서 오목교 까지 택시 말고 가는 방법 있어,양재역,오목교역,양재 역,오목교,all_noisy_station_surface,alternative_route,train
올림픽 공원 에서 광화문 역 까지 지하철 없으면 버스로 갈 수 있어요,올림픽공원역,광화문역,올림픽 공원,광화문 역,all_noisy_station_surface,alternative_route,train
뚝섬력 에서 아현 역 까지 막차 끊겼으면 어떻게 가,뚝섬역,아현역,뚝섬력,아현 역,all_noisy_station_surface,alternative_route,train
애오개력 에서 역삼약 까지 지금 지하철 탈 수 있어,애오개역,역삼역,애오개력,역삼약,all_noisy_station_surface,subway_availability_check,train
잠실에 에서 충무 로 까지 지하철 없으면 버스로 갈 수 있어요,잠실역,충무로역,잠실에,충무 로,all_noisy_station_surface,alternative_route,train
마포구청에 에서 천호 여기 까지 지하철 없으면 버스로 갈 수 있어요,마포구청역,천호역,마포구청에,천호 여기,all_noisy_station_surface,alternative_route,train
당산약 에서 광화문 여기 까지 제일 쉬운 길 알려줘,당산역,광화문역,당산약,광화문 여기,all_noisy_station_surface,route_search,train
복정 역 까지 가야 하는데 상수에 에서 어떻게 가요,상수역,복정역,상수에,복정 역,all_noisy_station_surface,route_search,train
숙데입구 에서 신설 동 까지 어떻게 가나요,숙대입구역,신설동역,숙데입구,신설 동,all_noisy_station_surface,route_search,train
홍대입고 에서 서울약 까지 환승 적은 경로 알려줘,홍대입구역,서울역,홍대입고,서울약,all_noisy_station_surface,route_search,train
홍대 입구 여기 에서 사울역 까지 택시 말고 가는 방법 있어,홍대입구역,서울역,홍대 입구 여기,사울역,all_noisy_station_surface,alternative_route,train
잠실새내 역 에서 상수 여기 까지 가는 길 알려줘,잠실새내역,상수역,잠실새내 역,상수 여기,all_noisy_station_surface,route_search,train
홍대입구역이 에서 서울력 까지 제일 쉬운 길 알려줘,홍대입구역,서울역,홍대입구역이,서울력,all_noisy_station_surface,route_search,train
목동역이 부터 미아 사거리 까지 대중교통 알려줘,목동역,미아사거리역,목동역이,미아 사거리,all_noisy_station_surface,route_search,train
삼성역이 에서 올림픽 공원역 까지 지하철 운행 중이야,삼성역,올림픽공원역,삼성역이,올림픽 공원역,all_noisy_station_surface,subway_availability_check,train
복정 역 까지 가야 하는데 교대력 에서 어떻게 가요,교대역,복정역,교대력,복정 역,all_noisy_station_surface,route_search,train
구파 발 에서 화곡력 까지 막차 남았어,구파발역,화곡역,구파 발,화곡력,all_noisy_station_surface,last_train_check,train
광화문 에서 혜화 까지 제일 쉬운 길 알려줘,광화문역,혜화역,광화문,혜화,all_noisy_station_surface,route_search,train
오금 역 출발 마포 역 도착 경로 알려줘,오금역,마포역,오금 역,마포 역,all_noisy_station_surface,route_search,train
숙대입구역이 에서 사울약 까지 환승 적은 경로 알려줘,숙대입구역,서울역,숙대입구역이,사울약,all_noisy_station_surface,route_search,train
시청 에서 숙대입구력 까지 가고 싶어요,시청역,숙대입구역,시청,숙대입구력,all_noisy_station_surface,route_search,train
명동 여기 방향 막차 당산 에서 탈 수 있나요,당산역,명동역,당산,명동 여기,all_noisy_station_surface,last_train_check,train
도곡 에서 출발해서 연신내역이 까지 가고 싶어요,도곡역,연신내역,도곡,연신내역이,all_noisy_station_surface,route_search,train
시청 역 에서 출발해서 성신여데입구 까지 가고 싶어요,시청역,성신여대입구역,시청 역,성신여데입구,all_noisy_station_surface,route_search,train
방이 역 에서 문정 까지 다른 방법 알려줘,방이역,문정역,방이 역,문정,all_noisy_station_surface,alternative_route,train
숙대 입고 에서 서울 녁 까지 가고 싶어요,숙대입구역,서울역,숙대 입고,서울 녁,all_noisy_station_surface,route_search,train
이대약 부터 홍제력 까지 대중교통 알려줘,이대역,홍제역,이대약,홍제력,all_noisy_station_surface,route_search,train
불광약 에서 마포구청 여기 까지 마지막 지하철 있어,불광역,마포구청역,불광약,마포구청 여기,all_noisy_station_surface,last_train_check,train
이태원력 에서 교대 까지 막차 끊겼나요,이태원역,교대역,이태원력,교대,all_noisy_station_surface,last_train_check,train
혜화역이 에서 건데입구 까지 가는 길 알려줘,혜화역,건대입구역,혜화역이,건데입구,all_noisy_station_surface,route_search,train
합정력 까지 가야 하는데 방이력 에서 어떻게 가요,방이역,합정역,방이력,합정력,all_noisy_station_surface,route_search,train
사당약 에서 사울역 까지 막차 남았어,사당역,서울역,사당약,사울역,all_noisy_station_surface,last_train_check,train
상수약 에서 구로디지털 여기 까지 막차 남았어,상수역,구로디지털단지역,상수약,구로디지털 여기,all_noisy_station_surface,last_train_check,train
애오개력 에서 장지 여기 까지 택시 말고 가는 방법 있어,애오개역,장지역,애오개력,장지 여기,all_noisy_station_surface,alternative_route,train
홍대입구약 에서 숙대입구력 까지 지금 지하철 탈 수 있어,홍대입구역,숙대입구역,홍대입구약,숙대입구력,all_noisy_station_surface,subway_availability_check,train
동대 문 에서 상수 역 까지 지하철 없으면 버스로 갈 수 있어요,동대문역,상수역,동대 문,상수 역,all_noisy_station_surface,alternative_route,train
김포공항 방향 막차 강변에 에서 탈 수 있나요,강변역,김포공항역,강변에,김포공항,all_noisy_station_surface,last_train_check,train
선릉력 에서 서울대입구 여기 까지 막차 끊겼으면 어떻게 가,선릉역,서울대입구역,선릉력,서울대입구 여기,all_noisy_station_surface,alternative_route,train
을지로입구력 에서 충무로에 까지 가는 길 알려줘,을지로입구역,충무로역,을지로입구력,충무로에,all_noisy_station_surface,route_search,train
홍대 입구 여기 에서 서을역 까지 지금 지하철 탈 수 있어,홍대입구역,서울역,홍대 입구 여기,서을역,all_noisy_station_surface,subway_availability_check,train
공덕 부터 망원에 까지 대중교통 알려줘,공덕역,망원역,공덕,망원에,all_noisy_station_surface,route_search,train
회현 여기 에서 까치산력 까지 가고 싶어요,회현역,까치산역,회현 여기,까치산력,all_noisy_station_surface,route_search,train
매봉 여기 에서 디지털미디어시티 여기 까지 마지막 지하철 있어,매봉역,디지털미디어시티역,매봉 여기,디지털미디어시티 여기,all_noisy_station_surface,last_train_check,train
혜화 에서 충정로력 까지 어떻게 가나요,혜화역,충정로역,혜화,충정로력,all_noisy_station_surface,route_search,train
시청역이 에서 숙대입구 까지 지하철 운행 중이야,시청역,숙대입구역,시청역이,숙대입구,all_noisy_station_surface,subway_availability_check,train
서월역 에서 을지로입구력 까지 택시 말고 가는 방법 있어,서울역,을지로입구역,서월역,을지로입구력,all_noisy_station_surface,alternative_route,train
가산디지털단지 여기 에서 안국약 까지 마지막 지하철 있어,가산디지털단지역,안국역,가산디지털단지 여기,안국약,all_noisy_station_surface,last_train_check,train
노량진 역 에서 김포공항 역 까지 막차 남았어,노량진역,김포공항역,노량진 역,김포공항 역,all_noisy_station_surface,last_train_check,train
신도림역이 에서 구로 역 까지 마지막 지하철 있어,신도림역,구로역,신도림역이,구로 역,all_noisy_station_surface,last_train_check,train
사울약 에서 을지로입고 까지 환승 적은 경로 알려줘,서울역,을지로입구역,사울약,을지로입고,all_noisy_station_surface,route_search,train
안국력 에서 구파발 까지 다른 방법 알려줘,안국역,구파발역,안국력,구파발,all_noisy_station_surface,alternative_route,train
압구정로데오력 에서 도곡에 까지 막차 끊겼나요,압구정로데오역,도곡역,압구정로데오력,도곡에,all_noisy_station_surface,last_train_check,train
구의 까지 가야 하는데 매봉 역 에서 어떻게 가요,매봉역,구의역,매봉 역,구의,all_noisy_station_surface,route_search,train
시청에 에서 숙대입구력 까지 택시 말고 가는 방법 있어,시청역,숙대입구역,시청에,숙대입구력,all_noisy_station_surface,alternative_route,train
공덕 여기 에서 한성대입고 까지 제일 쉬운 길 알려줘,공덕역,한성대입구역,공덕 여기,한성대입고,all_noisy_station_surface,route_search,train
강남 부터 숙대입구 역 까지 대중교통 알려줘,강남역,숙대입구역,강남,숙대입구 역,all_noisy_station_surface,route_search,train
충정로 여기 에서 왕십리 역 까지 지하철 운행 중이야,충정로역,왕십리역,충정로 여기,왕십리 역,all_noisy_station_surface,subway_availability_check,train
충정로역이 에서 오금 까지 환승 적은 경로 알려줘,충정로역,오금역,충정로역이,오금,all_noisy_station_surface,route_search,train
이태원에 에서 학여울 까지 막차 끊겼으면 어떻게 가,이태원역,학여울역,이태원에,학여울,all_noisy_station_surface,alternative_route,train
신설동약 에서 상수 여기 까지 제일 쉬운 길 알려줘,신설동역,상수역,신설동약,상수 여기,all_noisy_station_surface,route_search,train
화곡 에서 장지역이 까지 제일 쉬운 길 알려줘,화곡역,장지역,화곡,장지역이,all_noisy_station_surface,route_search,train
시청역이 에서 올림픽공원 여기 까지 택시 말고 가는 방법 있어,시청역,올림픽공원역,시청역이,올림픽공원 여기,all_noisy_station_surface,alternative_route,train
강남약 에서 대림 까지 지하철 없으면 버스로 갈 수 있어요,강남역,대림역,강남약,대림,all_noisy_station_surface,alternative_route,train
을지로 입구 여기 에서 서울약 까지 가는 길 알려줘,을지로입구역,서울역,을지로 입구 여기,서울약,all_noisy_station_surface,route_search,train
왕십리 방향 막차 홍제력 에서 탈 수 있나요,홍제역,왕십리역,홍제력,왕십리,all_noisy_station_surface,last_train_check,train
건대입구 에서 출발해서 노량진에 까지 가고 싶어요,건대입구역,노량진역,건대입구,노량진에,all_noisy_station_surface,route_search,train
수서약 에서 독립문역이 까지 가는 길 알려줘,수서역,독립문역,수서약,독립문역이,all_noisy_station_surface,route_search,train
상봉 역 에서 구로디지털단지약 까지 막차 끊겼으면 어떻게 가,상봉역,구로디지털단지역,상봉 역,구로디지털단지약,all_noisy_station_surface,alternative_route,train
디지털미디어시티력 에서 동대 문 까지 막차 남았어,디지털미디어시티역,동대문역,디지털미디어시티력,동대 문,all_noisy_station_surface,last_train_check,train
지금 홍대입구 에서 서울력 까지 막차 탈 수 있어,홍대입구역,서울역,홍대입구,서울력,all_noisy_station_surface,last_train_check,train
서울력 에서 출발해서 홍대입구 여기 까지 가고 싶어요,서울역,홍대입구역,서울력,홍대입구 여기,all_noisy_station_surface,route_search,train
을지로입구에 에서 사울역 까지 가는 길 알려줘,을지로입구역,서울역,을지로입구에,사울역,all_noisy_station_surface,route_search,train
송파역이 에서 잠실새내역이 까지 막차 끊겼나요,송파역,잠실새내역,송파역이,잠실새내역이,all_noisy_station_surface,last_train_check,train
신촌 여기 에서 강동 여기 까지 택시 말고 가는 방법 있어,신촌역,강동역,신촌 여기,강동 여기,all_noisy_station_surface,alternative_route,train
서울에 에서 숙대 입구 까지 지하철 운행 중이야,서울역,숙대입구역,서울에,숙대 입구,all_noisy_station_surface,subway_availability_check,train
혜화에 방향 막차 김포공항 에서 탈 수 있나요,김포공항역,혜화역,김포공항,혜화에,all_noisy_station_surface,last_train_check,train
개봉약 에서 방이약 까지 막차 남았어,개봉역,방이역,개봉약,방이약,all_noisy_station_surface,last_train_check,train
구로약 에서 망원에 까지 다른 방법 알려줘,구로역,망원역,구로약,망원에,all_noisy_station_surface,alternative_route,train
신설동에 출발 이촌 도착 경로 알려줘,신설동역,이촌역,신설동에,이촌,all_noisy_station_surface,route_search,train
명동력 에서 고속터미널력 까지 다른 방법 알려줘,명동역,고속터미널역,명동력,고속터미널력,all_noisy_station_surface,alternative_route,train
시청에 에서 숙대입구 여기 까지 막차 남았어,시청역,숙대입구역,시청에,숙대입구 여기,all_noisy_station_surface,last_train_check,train
월드컵경기장역이 에서 연신내에 까지 마지막 지하철 있어,월드컵경기장역,연신내역,월드컵경기장역이,연신내에,all_noisy_station_surface,last_train_check,train
서울 여기 까지 가야 하는데 홍대입국역 에서 어떻게 가요,홍대입구역,서울역,홍대입국역,서울 여기,all_noisy_station_surface,route_search,train
석촌 역 에서 김포공항역이 까지 가는 길 알려줘,석촌역,김포공항역,석촌 역,김포공항역이,all_noisy_station_surface,route_search,train
애오개 여기 에서 마포구청역이 까지 막차 남았어,애오개역,마포구청역,애오개 여기,마포구청역이,all_noisy_station_surface,last_train_check,train
불광역이 에서 을지로입구역이 까지 막차 끊겼으면 어떻게 가,불광역,을지로입구역,불광역이,을지로입구역이,all_noisy_station_surface,alternative_route,train
압구정로데오역이 에서 신도림역이 까지 마지막 지하철 있어,압구정로데오역,신도림역,압구정로데오역이,신도림역이,all_noisy_station_surface,last_train_check,train
건대입구 여기 에서 용산약 까지 택시 말고 가는 방법 있어,건대입구역,용산역,건대입구 여기,용산약,all_noisy_station_surface,alternative_route,train
홍대 이꾸역 출발 숙대입구력 도착 경로 알려줘,홍대입구역,숙대입구역,홍대 이꾸역,숙대입구력,all_noisy_station_surface,route_search,train
봉은사에 에서 건대입구 까지 환승 적은 경로 알려줘,봉은사역,건대입구역,봉은사에,건대입구,all_noisy_station_surface,route_search,train
구로 디지털단지역 에서 영등포약 까지 가고 싶어요,구로디지털단지역,영등포역,구로 디지털단지역,영등포약,all_noisy_station_surface,route_search,train
안국역이 까지 가야 하는데 구파발 여기 에서 어떻게 가요,구파발역,안국역,구파발 여기,안국역이,all_noisy_station_surface,route_search,train
홍대 입고 에서 출발해서 숙대 입구 까지 가고 싶어요,홍대입구역,숙대입구역,홍대 입고,숙대 입구,all_noisy_station_surface,route_search,train
왕십리력 에서 방이 역 까지 다른 방법 알려줘,왕십리역,방이역,왕십리력,방이 역,all_noisy_station_surface,alternative_route,train
동대문 여기 까지 가야 하는데 까치산역이 에서 어떻게 가요,까치산역,동대문역,까치산역이,동대문 여기,all_noisy_station_surface,route_search,train
시청 역 방향 막차 역삼력 에서 탈 수 있나요,역삼역,시청역,역삼력,시청 역,all_noisy_station_surface,last_train_check,train
수유 여기 에서 한강진력 까지 지금 지하철 탈 수 있어,수유역,한강진역,수유 여기,한강진력,all_noisy_station_surface,subway_availability_check,train
숙대 입구 여기 에서 서울 역 까지 막차 끊겼으면 어떻게 가,숙대입구역,서울역,숙대 입구 여기,서울 역,all_noisy_station_surface,alternative_route,train
을지로입구에 방향 막차 서을역 에서 탈 수 있나요,서울역,을지로입구역,서을역,을지로입구에,all_noisy_station_surface,last_train_check,train
시청에 에서 숙대 입국역 까지 환승 적은 경로 알려줘,시청역,숙대입구역,시청에,숙대 입국역,all_noisy_station_surface,route_search,train
방이력 까지 가야 하는데 압구정로데오에 에서 어떻게 가요,압구정로데오역,방이역,압구정로데오에,방이력,all_noisy_station_surface,route_search,train
숙대 입국역 에서 서울에 까지 가고 싶어요,숙대입구역,서울역,숙대 입국역,서울에,all_noisy_station_surface,route_search,train
서울 여기 까지 가야 하는데 을지로입구역이 에서 어떻게 가요,을지로입구역,서울역,을지로입구역이,서울 여기,all_noisy_station_surface,route_search,train
시청역이 에서 숙대 입국역 까지 가는 길 알려줘,시청역,숙대입구역,시청역이,숙대 입국역,all_noisy_station_surface,route_search,train
명동 출발 상봉 여기 도착 경로 알려줘,명동역,상봉역,명동,상봉 여기,all_noisy_station_surface,route_search,train
지금 사당에 에서 서울 녁 까지 막차 탈 수 있어,사당역,서울역,사당에,서울 녁,all_noisy_station_surface,last_train_check,train
신설동력 에서 공덕 여기 까지 지하철 없으면 버스로 갈 수 있어요,신설동역,공덕역,신설동력,공덕 여기,all_noisy_station_surface,alternative_route,train
서울 여기 에서 홍대입국역 까지 택시 말고 가는 방법 있어,서울역,홍대입구역,서울 여기,홍대입국역,all_noisy_station_surface,alternative_route,train
공덕 까지 가야 하는데 건대입구약 에서 어떻게 가요,건대입구역,공덕역,건대입구약,공덕,all_noisy_station_surface,route_search,train
수유에 에서 안국 여기 까지 막차 끊겼나요,수유역,안국역,수유에,안국 여기,all_noisy_station_surface,last_train_check,train
홍대 입구 여기 에서 사울약 까지 제일 쉬운 길 알려줘,홍대입구역,서울역,홍대 입구 여기,사울약,all_noisy_station_surface,route_search,train
강변약 에서 송파약 까지 가는 길 알려줘,강변역,송파역,강변약,송파약,all_noisy_station_surface,route_search,train
서울 여기 에서 숙대입구약 까지 다른 방법 알려줘,서울역,숙대입구역,서울 여기,숙대입구약,all_noisy_station_surface,alternative_route,train
홍대 이꾸역 에서 출발해서 숙대 입구역 까지 가고 싶어요,홍대입구역,숙대입구역,홍대 이꾸역,숙대 입구역,all_noisy_station_surface,route_search,train
사당 여기 출발 강남에 도착 경로 알려줘,사당역,강남역,사당 여기,강남에,all_noisy_station_surface,route_search,train
홍대 입구역 에서 숙대입구 여기 까지 환승 적은 경로 알려줘,홍대입구역,숙대입구역,홍대 입구역,숙대입구 여기,all_noisy_station_surface,route_search,train
대림약 에서 성수에 까지 가고 싶어요,대림역,성수역,대림약,성수에,all_noisy_station_surface,route_search,train
서울에 에서 숙데입구 까지 막차 끊겼나요,서울역,숙대입구역,서울에,숙데입구,all_noisy_station_surface,last_train_check,train
개봉 여기 에서 용산 여기 까지 어떻게 가나요,개봉역,용산역,개봉 여기,용산 여기,all_noisy_station_surface,route_search,train
서울대입고역 출발 대치역이 도착 경로 알려줘,서울대입구역,대치역,서울대입고역,대치역이,all_noisy_station_surface,route_search,train
이촌 역 에서 충정로력 까지 어떻게 가나요,이촌역,충정로역,이촌 역,충정로력,all_noisy_station_surface,route_search,train
학여 울역 에서 홍제약 까지 제일 쉬운 길 알려줘,학여울역,홍제역,학여 울역,홍제약,all_noisy_station_surface,route_search,train
서울 에서 숙대입구 까지 막차 끊겼으면 어떻게 가,서울역,숙대입구역,서울,숙대입구,all_noisy_station_surface,alternative_route,train
무악재에 방향 막차 혜화력 에서 탈 수 있나요,혜화역,무악재역,혜화력,무악재에,all_noisy_station_surface,last_train_check,train
